Date,Adj Close,Close,High,Low,Open,Volume
1980-12-12,0.0988344699144363,0.128347992897034,0.12890599668026,0.128347992897034,0.128347992897034,469033600
1980-12-15,0.0936782136559486,0.121651999652386,0.122210003435612,0.121651999652386,0.122210003435612,175884800
1980-12-16,0.0868024080991745,0.112723000347614,0.11328099668026,0.112723000347614,0.11328099668026,105728000
1980-12-17,0.0889508724212647,0.115512996912003,0.116071000695229,0.115512996912003,0.115512996912003,86441600
1980-12-18,0.0915297642350197,0.118862003087997,0.119419999420643,0.118862003087997,0.118862003087997,73449600
1980-12-19,0.097115695476532,0.126115992665291,0.126673996448517,0.126115992665291,0.126115992665291,48630400
1980-12-22,0.101842328906059,0.132254004478455,0.132813006639481,0.132254004478455,0.132254004478455,37363200
1980-12-23,0.106139980256557,0.137834995985031,0.138392999768257,0.137834995985031,0.137834995985031,46950400
1980-12-24,0.111725859344006,0.145089000463486,0.145647004246712,0.145089000463486,0.145089000463486,48003200
1980-12-26,0.122039191424847,0.158482000231743,0.159040004014969,0.158482000231743,0.158482000231743,55574400
1980-12-29,0.123757936060429,0.160714000463486,0.161272004246712,0.160714000463486,0.160714000463486,93161600
1980-12-30,0.12075013667345,0.156808003783226,0.157365992665291,0.156808003783226,0.157365992665291,68880000
1980-12-31,0.117312617599964,0.15234400331974,0.152902007102966,0.15234400331974,0.152902007102966,35750400
1981-01-02,0.11860167235136,0.154017999768257,0.155134007334709,0.154017999768257,0.154017999768257,21660800
1981-01-05,0.116023540496826,0.150670006871223,0.151227995753288,0.150670006871223,0.151227995753288,35728000
1981-01-06,0.110866457223892,0.143972992897034,0.14453099668026,0.143972992897034,0.14453099668026,45158400
1981-01-07,0.106139980256557,0.137834995985031,0.138392999768257,0.137834995985031,0.138392999768257,55686400
1981-01-08,0.103991515934467,0.135045006871223,0.135602995753288,0.135045006871223,0.135602995753288,39827200
1981-01-09,0.109577484428883,0.142298996448517,0.142857000231743,0.142298996448517,0.142298996448517,21504000
1981-01-12,0.108718074858189,0.141183003783226,0.142298996448517,0.141183003783226,0.142298996448517,23699200
1981-01-13,0.104850865900517,0.136160999536514,0.13671900331974,0.136160999536514,0.13671900331974,23049600
1981-01-14,0.105280563235283,0.13671900331974,0.137277007102966,0.13671900331974,0.13671900331974,14291200
1981-01-15,0.107429035007954,0.139509007334709,0.140625,0.139509007334709,0.139509007334709,14067200
1981-01-16,0.106569640338421,0.138392999768257,0.138951003551483,0.138392999768257,0.138951003551483,13395200
1981-01-19,0.113014928996563,0.146762996912003,0.147321000695229,0.146762996912003,0.146762996912003,41574400
1981-01-20,0.109577484428883,0.142298996448517,0.142857000231743,0.142298996448517,0.142857000231743,30083200
1981-01-21,0.111725859344006,0.145089000463486,0.146204993128777,0.145089000463486,0.145089000463486,15904000
1981-01-22,0.113014928996563,0.146762996912003,0.147879004478455,0.146762996912003,0.146762996912003,35548800
1981-01-23,0.11258527636528,0.146204993128777,0.147321000695229,0.146204993128777,0.146762996912003,11222400
1981-01-26,0.110866457223892,0.143972992897034,0.14453099668026,0.143972992897034,0.14453099668026,24640000
1981-01-27,0.110007107257843,0.142857000231743,0.143972992897034,0.142857000231743,0.143972992897034,23699200
1981-01-28,0.106569640338421,0.138392999768257,0.138951003551483,0.138392999768257,0.138951003551483,28156800
1981-01-29,0.102702423930168,0.133370995521545,0.133928999304771,0.133370995521545,0.133928999304771,43904000
1981-01-30,0.097115695476532,0.126115992665291,0.127232000231743,0.126115992665291,0.127232000231743,46188800
1981-02-02,0.0915297642350197,0.118862003087997,0.119419999420643,0.118862003087997,0.119419999420643,23766400
1981-02-03,0.0949673056602478,0.123326003551483,0.123883999884129,0.123326003551483,0.123326003551483,19152000
1981-02-04,0.0984047874808312,0.127790004014969,0.128347992897034,0.127790004014969,0.127790004014969,27865600
1981-02-05,0.0984047874808312,0.127790004014969,0.12890599668026,0.127790004014969,0.127790004014969,7929600
1981-02-06,0.0988344699144363,0.128347992897034,0.12890599668026,0.128347992897034,0.128347992897034,13865600
1981-02-09,0.0936782136559486,0.121651999652386,0.122767999768257,0.121651999652386,0.122767999768257,16755200
1981-02-10,0.0936782136559486,0.121651999652386,0.122210003435612,0.121651999652386,0.121651999652386,18345600
1981-02-11,0.0906703919172287,0.117746002972126,0.118303999304771,0.117746002972126,0.118303999304771,13843200
1981-02-12,0.0898102298378944,0.116628997027874,0.1171879991889,0.116628997027874,0.1171879991889,14560000
1981-02-13,0.0876618102192879,0.113839000463486,0.114955000579357,0.113839000463486,0.114955000579357,11155200
1981-02-17,0.0898102298378944,0.116628997027874,0.1171879991889,0.116628997027874,0.116628997027874,12275200
1981-02-18,0.0936782136559486,0.121651999652386,0.122767999768257,0.121651999652386,0.121651999652386,19241600
1981-02-19,0.0880915075540543,0.114396996796131,0.114955000579357,0.114396996796131,0.114955000579357,22310400
1981-02-20,0.08336491137743,0.108258999884129,0.108817003667355,0.108258999884129,0.108817003667355,24371200
1981-02-23,0.0846539959311485,0.109932996332645,0.110491000115871,0.109932996332645,0.109932996332645,14112000
1981-02-24,0.0816461816430092,0.106026999652386,0.107142999768257,0.106026999652386,0.107142999768257,16979200
1981-02-25,0.0868024080991745,0.112723000347614,0.11328099668026,0.112723000347614,0.112723000347614,19488000
1981-02-26,0.0880915075540543,0.114396996796131,0.114955000579357,0.114396996796131,0.114396996796131,10841600
1981-02-27,0.0911000669002533,0.118303999304771,0.119419999420643,0.118303999304771,0.118303999304771,14761600
1981-03-02,0.0915297642350197,0.118862003087997,0.119419999420643,0.118862003087997,0.118862003087997,11760000
1981-03-03,0.0902406796813011,0.1171879991889,0.117746002972126,0.1171879991889,0.117746002972126,16172800
1981-03-04,0.089380607008934,0.116071000695229,0.116628997027874,0.116071000695229,0.116628997027874,13708800
1981-03-05,0.0889508724212647,0.115512996912003,0.116071000695229,0.115512996912003,0.116071000695229,5376000
